number,seg_id_1,code,total_dur,dur_1,iatacode_1,iatacode_2,carriercode_1,air_number_1,at_1,transfer,seg_id_1,dur_2,iatacode_1,iatacode_2,carriercode_2,air_number_2,at_2,bookable_seats,currency,total
3306,233,388,PT26H55M,PT12H45M,ICN,ZRH,LH,4557,2022-07-30,Y,233,PT1H20M,FRA,LHR,LH,5002,2022-07-31,9,EUR,618.07
3307,181,388,PT27H40M,PT12H45M,ICN,ZRH,LH,4557,2022-07-30,Y,181,PT1H20M,FRA,LHR,LH,902,2022-07-31,9,EUR,633.25
3308,105,77W,PT15H30M,PT12H5M,ICN,ZRH,AF,267,2022-07-30,Y,105,PT1H15M,CDG,LHR,AF,1280,2022-07-30,9,EUR,645.3
3309,111,77W,PT17H30M,PT12H5M,ICN,ZRH,AF,267,2022-07-30,Y,111,PT1H20M,CDG,LHR,AF,1180,2022-07-30,9,EUR,658.13
3310,64,77W,PT20H15M,PT12H5M,ICN,MUC,AF,267,2022-07-30,Y,64,PT1H30M,CDG,LHR,AF,1380,2022-07-30,9,EUR,658.13
3311,237,77W,PT30H55M,PT12H5M,ICN,MUC,AF,267,2022-07-30,Y,237,PT1H30M,CDG,LHR,AF,1680,2022-07-31,9,EUR,658.13
3312,101,77W,PT33H25M,PT12H5M,ICN,BCN,AF,267,2022-07-30,Y,101,PT1H50M,CDG,LHR,AF,1580,2022-07-31,9,EUR,658.13
3313,189,77W,PT36H40M,PT12H5M,ICN,BCN,AF,267,2022-07-30,Y,189,PT2H,CDG,LHR,AF,1780,2022-07-31,9,EUR,668.99
3314,239,359,PT41H55M,PT5H50M,ICN,FRA,TG,655,2022-07-30,Y,239,PT1H15M,BKK,LHR,TG,910,2022-08-01,9,EUR,681.76
3315,235,359,PT28H55M,PT5H50M,ICN,FRA,TG,657,2022-07-30,Y,235,PT1H15M,BKK,LHR,TG,910,2022-07-31,9,EUR,732.32
3316,85,74H,PT16H25M,PT13H20M,ICN,FRA,LH,713,2022-07-30,Y,85,PT1H10M,FRA,LHR,LH,920,2022-07-30,9,EUR,807.18
3317,115,74H,PT17H30M,PT13H20M,ICN,FRA,LH,713,2022-07-30,Y,115,PT1H15M,FRA,LHR,LH,4755,2022-07-30,9,EUR,807.18
3318,231,74H,PT17H55M,PT13H20M,ICN,FRA,LH,713,2022-07-30,Y,231,PT1H10M,FRA,LHR,LH,922,2022-07-30,9,EUR,807.18
3319,199,74H,PT18H45M,PT13H20M,ICN,FRA,LH,713,2022-07-30,Y,199,PT1H15M,FRA,LHR,LH,4268,2022-07-30,9,EUR,807.18
3320,95,74H,PT20H25M,PT13H20M,ICN,LUX,LH,713,2022-07-30,Y,95,PT1H,FRA,LHR,LH,7036,2022-07-31,9,EUR,821.95
3321,97,74H,PT27H25M,PT13H20M,ICN,MUC,LH,713,2022-07-30,Y,97,PT1H35M,FRA,LHR,LH,924,2022-07-31,9,EUR,821.95
3322,99,788,PT29H25M,PT7H45M,ICN,MUC,AI,313,2022-07-30,Y,99,PT1H35M,DEL,LHR,AI,161,2022-07-31,9,EUR,821.95
3323,46,332,PT15H10M,PT11H17M,ICN,MUC,6X,957,2022-07-30,Y,46,PT1H35M,CDG,LHR,6X,7799,2022-07-30,9,EUR,821.95
3324,42,332,PT17H7M,PT11H17M,ICN,MUC,6X,957,2022-07-30,Y,42,PT1H35M,CDG,LHR,6X,3900,2022-07-30,9,EUR,821.95
3325,44,332,PT17H7M,PT11H17M,ICN,MUC,6X,957,2022-07-30,Y,44,PT1H35M,CDG,LHR,6X,8762,2022-07-30,9,EUR,821.95
3326,195,332,PT17H42M,PT11H17M,ICN,MUC,6X,957,2022-07-30,Y,195,PT1H35M,CDG,LHR,6X,3857,2022-07-30,9,EUR,821.95
3327,87,333,PT17H25M,PT3H45M,ICN,MUC,CX,419,2022-07-30,Y,87,PT1H35M,HKG,LHR,CX,251,2022-07-31,9,EUR,821.95
3328,5,333,PT18H,PT3H45M,ICN,MUC,CX,419,2022-07-30,Y,5,PT1H35M,HKG,LHR,CX,237,2022-07-31,9,EUR,821.95
3329,25,333,PT18H5M,PT3H45M,ICN,MUC,CX,419,2022-07-30,Y,25,PT1H35M,HKG,LHR,CX,255,2022-07-31,9,EUR,821.95
3330,89,333,PT18H25M,PT3H50M,ICN,BCN,CX,417,2022-07-30,Y,89,PT1H50M,HKG,LHR,CX,253,2022-07-30,9,EUR,821.95
3331,125,333,PT22H30M,PT3H55M,ICN,FRA,CX,411,2022-07-30,Y,125,PT1H10M,HKG,LHR,CX,251,2022-07-31,9,EUR,821.95
3332,29,333,PT23H5M,PT3H55M,ICN,FRA,CX,411,2022-07-30,Y,29,PT1H10M,HKG,LHR,CX,237,2022-07-31,9,EUR,821.95
3333,52,333,PT23H10M,PT3H55M,ICN,FRA,CX,411,2022-07-30,Y,52,PT1H15M,HKG,LHR,CX,255,2022-07-31,9,EUR,821.95
3334,31,333,PT24H5M,PT3H55M,ICN,FRA,CX,439,2022-07-30,Y,31,PT1H15M,HKG,LHR,CX,251,2022-07-31,9,EUR,821.95
3335,179,333,PT24H40M,PT3H55M,ICN,FRA,CX,439,2022-07-30,Y,179,PT1H15M,HKG,LHR,CX,237,2022-07-31,9,EUR,821.95
3336,201,333,PT24H45M,PT3H55M,ICN,FRA,CX,439,2022-07-30,Y,201,PT1H15M,HKG,LHR,CX,255,2022-07-31,4,EUR,857.25
3337,129,333,PT27H30M,PT3H50M,ICN,FRA,CX,417,2022-07-30,Y,129,PT1H15M,HKG,LHR,CX,251,2022-07-31,4,EUR,987.25
3338,33,333,PT28H5M,PT3H50M,ICN,FRA,CX,417,2022-07-30,Y,33,PT1H10M,HKG,LHR,CX,237,2022-07-31,1,EUR,999.19
3339,56,333,PT28H10M,PT3H50M,ICN,FRA,CX,417,2022-07-30,Y,56,PT1H15M,HKG,LHR,CX,255,2022-07-31,9,EUR,1016.41
3340,133,333,PT28H30M,PT5H50M,ICN,FRA,CX,421,2022-07-30,Y,133,PT1H15M,HKG,LHR,CX,251,2022-07-31,9,EUR,1090.06
3341,35,333,PT29H5M,PT5H50M,ICN,FRA,CX,421,2022-07-30,Y,35,PT1H15M,HKG,LHR,CX,237,2022-07-31,9,EUR,1093.73
3342,58,333,PT29H10M,PT5H50M,ICN,FRA,CX,421,2022-07-30,Y,58,PT1H15M,HKG,LHR,CX,255,2022-07-31,9,EUR,1093.73
3343,39,789,PT44H5M,PT10H,ICN,FRA,MS,8089,2022-07-30,N,39,PT1H10M,AUH,,,,,9,EUR,1093.73
3344,166,789,PT51H35M,PT10H,ICN,FRA,MS,8089,2022-07-30,N,166,PT1H10M,AUH,,,,,9,EUR,1118
3345,159,789,PT27H35M,PT10H,ICN,FRA,MS,8089,2022-07-30,N,159,PT1H15M,AUH,,,,,9,EUR,1118
3346,70,359,PT12H20M,PT12H20M,ICN,FRA,OZ,521,2022-07-30,N,70,PT1H15M,LHR,,,,,9,EUR,1118
3347,209,77L,PT16H50M,PT12H20M,ICN,FRA,OZ,501,2022-07-30,Y,209,PT1H15M,CDG,LHR,AF,1380,2022-07-30,9,EUR,1223.68
3348,169,388,PT14H40M,PT11H30M,ICN,FRA,OZ,541,2022-07-30,Y,169,PT1H10M,FRA,LHR,LH,918,2022-07-30,9,EUR,1223.68
3349,173,388,PT16H40M,PT11H30M,ICN,FRA,OZ,541,2022-07-30,Y,173,PT1H15M,FRA,LHR,LH,920,2022-07-30,9,EUR,1223.68
3350,48,388,PT18H10M,PT11H30M,ICN,FRA,OZ,541,2022-07-30,Y,48,PT1H15M,FRA,LHR,LH,922,2022-07-30,9,EUR,1274
3351,27,77W,PT18H5M,PT11H25M,ICN,FRA,TK,91,2022-07-30,Y,27,PT1H15M,IST,LHR,TK,1979,2022-07-31,9,EUR,1274
3352,50,77W,PT18H10M,PT11H25M,ICN,FRA,TK,91,2022-07-30,Y,50,PT1H10M,IST,LGW,TK,1981,2022-07-31,9,EUR,1415.28
3353,185,77W,PT30H40M,PT11H25M,ICN,FRA,TK,91,2022-07-30,Y,185,PT1H10M,IST,LHR,TK,1987,2022-07-31,9,EUR,1415.28
3354,107,77W,PT15H30M,PT12H5M,ICN,BCN,KE,5901,2022-07-30,Y,107,PT1H50M,CDG,LHR,AF,1280,2022-07-30,9,EUR,1415.28
3355,3,77W,PT16H,PT12H10M,ICN,BCN,KE,901,2022-07-30,Y,3,PT2H,CDG,LHR,AF,1380,2022-07-30,9,EUR,1415.28
3356,113,77W,PT17H30M,PT12H5M,ICN,BCN,KE,5901,2022-07-30,Y,113,PT1H50M,CDG,LHR,AF,1180,2022-07-30,9,EUR,1415.28
3357,175,77W,PT20H40M,PT11H25M,ICN,FRA,TK,91,2022-07-30,Y,175,PT1H15M,IST,LHR,TK,1989,2022-07-31,9,EUR,1415.28
3358,73,77W,PT24H20M,PT11H25M,ICN,VIE,TK,91,2022-07-30,Y,73,PT2H,IST,LGW,TK,1997,2022-07-31,9,EUR,1415.28
3359,123,388,PT20H30M,PT9H30M,ICN,VIE,EK,323,2022-07-30,Y,123,PT2H10M,DXB,LHR,EK,1,2022-07-31,9,EUR,1415.28
3360,177,388,PT20H40M,PT9H30M,ICN,VIE,EK,323,2022-07-30,Y,177,PT2H5M,DXB,LGW,EK,15,2022-07-31,9,EUR,1415.28
3361,127,388,PT22H30M,PT9H30M,ICN,VIE,EK,323,2022-07-30,Y,127,PT2H,DXB,LHR,EK,29,2022-07-31,3,EUR,1415.28
3362,66,388,PT24H15M,PT9H30M,ICN,,EK,323,2022-07-30,Y,66,,DXB,LHR,EK,31,2022-07-31,9,EUR,1650.13
3363,203,388,PT26H45M,PT9H30M,ICN,,EK,323,2022-07-30,Y,203,,DXB,LHR,EK,3,2022-07-31,9,EUR,1684.18
3364,215,388,PT27H50M,PT9H30M,ICN,,EK,323,2022-07-30,Y,215,,DXB,LGW,EK,9,2022-07-31,9,EUR,1705.4
3365,75,388,PT28H20M,PT9H30M,ICN,,EK,323,2022-07-30,Y,75,,DXB,LHR,EK,5,2022-07-31,9,EUR,1953.18
3366,60,388,PT39H10M,PT9H30M,ICN,,EK,323,2022-07-30,Y,60,,DXB,LHR,EK,7,2022-08-01,9,EUR,1953.18
3367,103,388,PT39H25M,PT9H30M,ICN,,EK,323,2022-07-30,Y,103,,DXB,LGW,EK,11,2022-08-01,9,EUR,1953.18
3368,147,388,PT21H35M,PT9H30M,ICN,,EK,323,2022-07-30,Y,147,,DXB,STN,EK,65,2022-07-31,9,EUR,1953.18
3369,109,388,PT16H30M,PT11H30M,ICN,,OZ,541,2022-07-30,Y,109,,FRA,LHR,6X,2010,2022-07-30,9,EUR,1983.73
3370,21,77L,PT15H5M,PT12H20M,ICN,WAW,OZ,501,2022-07-30,Y,21,PT2H30M,CDG,LHR,6X,3857,2022-07-30,9,EUR,7191.35
3371,117,77W,PT18H30M,PT12H5M,ICN,,KE,5901,2022-07-30,Y,117,,CDG,LHR,6X,3857,2022-07-30,9,EUR,7191.35
3372,241,77W,PT15H58M,PT12H5M,ICN,,AF,267,2022-07-30,Y,241,,CDG,LHR,6X,7799,2022-07-30,9,EUR,7191.35
3373,227,77W,PT17H55M,PT12H5M,ICN,,AF,267,2022-07-30,Y,227,,CDG,LHR,6X,3901,2022-07-30,9,EUR,7191.35
3374,229,77W,PT17H55M,PT12H5M,ICN,,AF,267,2022-07-30,Y,229,,CDG,LHR,6X,8762,2022-07-30,9,EUR,7191.35
3375,119,77W,PT18H30M,PT12H5M,ICN,MAD,AF,267,2022-07-30,Y,119,PT2H,CDG,LHR,6X,3857,2022-07-30,4,EUR,7191.35
3376,19,388,PT15H5M,PT11H30M,ICN,MAD,OZ,541,2022-07-30,Y,19,PT1H55M,FRA,LHR,LH,4272,2022-07-30,4,EUR,7191.35
3377,153,789,PT25H35M,PT10H40M,ICN,MAD,UA,892,2022-07-30,Y,153,PT1H55M,SFO,LHR,UA,948,2022-07-31,4,EUR,7191.35
3378,131,777,PT27H30M,PT10H45M,ICN,AMS,UA,806,2022-07-30,Y,131,PT1H25M,SFO,LHR,UA,901,2022-07-31,4,EUR,7191.35
3379,77,789,PT29H20M,PT10H40M,ICN,AMS,UA,892,2022-07-30,Y,77,PT1H20M,SFO,LHR,UA,930,2022-07-31,9,EUR,433.61
3380,15,777,PT31H,PT10H45M,ICN,AMS,UA,806,2022-07-30,Y,15,PT1H20M,SFO,LHR,UA,948,2022-07-31,9,EUR,433.61
3381,207,777,PT34H45M,PT10H45M,ICN,AMS,UA,806,2022-07-30,Y,207,PT1H15M,SFO,LHR,UA,930,2022-07-31,9,EUR,436.98
3382,11,359,PT28H,PT14H15M,ICN,AMS,UA,7293,2022-07-30,Y,11,PT1H15M,JFK,LHR,UA,110,2022-07-31,9,EUR,436.98
3383,217,359,PT28H50M,PT14H15M,ICN,AMS,UA,7293,2022-07-30,Y,217,PT1H25M,JFK,LHR,UA,14,2022-07-31,9,EUR,436.98
3384,221,359,PT29H50M,PT14H15M,ICN,AMS,UA,7293,2022-07-30,Y,221,PT1H25M,JFK,LHR,UA,904,2022-07-31,9,EUR,439.64
3385,13,359,PT31H,PT14H15M,ICN,AMS,UA,7293,2022-07-30,Y,13,PT1H15M,JFK,LHR,UA,16,2022-07-31,9,EUR,439.64
3386,87,77W,PT19H25M,PT10H10M,ICN,AMS,QR,859,2022-07-31,Y,87,PT1H20M,DOH,LHR,QR,3,2022-07-31,9,EUR,439.64
3387,89,77W,PT20H25M,PT10H10M,ICN,AMS,QR,859,2022-07-31,Y,89,PT1H20M,DOH,LHR,QR,7,2022-07-31,9,EUR,447.44
3388,148,77W,PT36H40M,PT10H10M,ICN,AMS,QR,859,2022-07-31,Y,148,PT1H20M,DOH,LHR,QR,11,2022-08-01,9,EUR,447.44
3389,15,77W,PT37H,PT10H10M,ICN,,QR,859,2022-07-31,Y,15,,DOH,LGW,QR,329,2022-08-01,9,EUR,447.44
3390,77,77W,PT39H20M,PT10H10M,ICN,LIN,QR,859,2022-07-31,Y,77,PT1H25M,DOH,LHR,QR,9,2022-08-01,9,EUR,447.44
3391,5,781,PT27H,PT10H15M,ICN,AMS,EY,857,2022-07-31,Y,5,PT1H15M,AUH,LHR,EY,19,2022-08-01,9,EUR,447.44
3392,117,781,PT32H30M,PT10H15M,ICN,AMS,EY,857,2022-07-31,Y,117,PT1H25M,AUH,LHR,EY,9,2022-08-01,9,EUR,447.44
3393,193,781,PT32H55M,PT10H15M,ICN,AMS,EY,857,2022-07-31,Y,193,PT1H25M,AUH,LHR,EY,17,2022-08-01,9,EUR,447.44
3394,154,772,PT14H45M,PT11H15M,ICN,MAD,KL,856,2022-07-31,Y,154,PT2H5M,AMS,LHR,KL,1001,2022-07-31,9,EUR,447.44
3395,81,772,PT16H25M,PT11H35M,ICN,MAD,KL,79,2022-07-31,Y,81,PT2H10M,AMS,LHR,KL,1001,2022-07-31,9,EUR,447.44
3396,162,772,PT17H50M,PT11H15M,ICN,MAD,KL,856,2022-07-31,Y,162,PT2H5M,AMS,LHR,KL,1009,2022-07-31,9,EUR,447.44
3397,103,772,PT19H30M,PT11H35M,ICN,AMS,KL,79,2022-07-31,Y,103,PT1H20M,AMS,LHR,KL,1009,2022-07-31,9,EUR,447.44
3398,185,772,PT20H55M,PT11H15M,ICN,MAD,KL,856,2022-07-31,Y,185,PT2H5M,AMS,LHR,KL,1017,2022-07-31,9,EUR,447.44
3399,121,772,PT22H35M,PT11H35M,ICN,MAD,KL,79,2022-07-31,Y,121,PT2H5M,AMS,LHR,KL,1017,2022-07-31,9,EUR,447.44
3400,69,772,PT23H20M,PT11H15M,ICN,MAD,KL,856,2022-07-31,Y,69,PT2H5M,AMS,LHR,KL,1021,2022-07-31,9,EUR,447.44
3401,91,772,PT24H25M,PT11H15M,ICN,AMS,KL,856,2022-07-31,Y,91,PT1H20M,AMS,LCY,KL,991,2022-07-31,9,EUR,447.44
3402,138,772,PT24H40M,PT11H15M,ICN,AMS,KL,856,2022-07-31,Y,138,PT1H20M,AMS,LHR,KL,1023,2022-07-31,9,EUR,447.44
3403,187,772,PT24H55M,PT11H15M,ICN,AMS,KL,856,2022-07-31,Y,187,PT1H15M,AMS,LHR,KL,1031,2022-07-31,9,EUR,447.44
3404,142,772,PT25H40M,PT11H15M,ICN,AMS,KL,856,2022-07-31,Y,142,PT1H15M,AMS,LCY,KL,993,2022-07-31,9,EUR,447.44
3405,27,772,PT26H5M,PT11H35M,ICN,AMS,KL,79,2022-07-31,Y,27,PT1H15M,AMS,LCY,KL,991,2022-07-31,9,EUR,447.44
3406,71,772,PT26H20M,PT11H35M,ICN,AMS,KL,79,2022-07-31,Y,71,PT1H15M,AMS,LHR,KL,1023,2022-07-31,9,EUR,447.44
3407,125,772,PT26H35M,PT11H35M,ICN,MAD,KL,79,2022-07-31,Y,125,PT2H5M,AMS,LHR,KL,1031,2022-07-31,9,EUR,447.44
3408,127,772,PT26H35M,PT11H15M,ICN,MAD,KL,856,2022-07-31,Y,127,PT2H5M,AMS,LHR,KL,1027,2022-07-31,9,EUR,459.78
3409,160,772,PT26H45M,PT11H15M,ICN,MAD,KL,856,2022-07-31,Y,160,PT2H5M,AMS,LCY,KL,997,2022-07-31,9,EUR,459.78
3410,73,772,PT27H20M,PT11H35M,ICN,LIS,KL,79,2022-07-31,Y,73,PT2H30M,AMS,LCY,KL,993,2022-07-31,9,EUR,459.78
3411,7,772,PT28H,PT11H15M,ICN,AMS,KL,856,2022-07-31,Y,7,PT1H25M,AMS,LHR,KL,1033,2022-07-31,9,EUR,520.46
3412,65,772,PT28H15M,PT11H35M,ICN,,KL,79,2022-07-31,Y,65,,AMS,LHR,KL,1027,2022-07-31,9,EUR,522.07
3413,93,772,PT28H25M,PT11H35M,ICN,,KL,79,2022-07-31,Y,93,,AMS,LCY,KL,997,2022-07-31,9,EUR,522.07
3414,144,772,PT29H40M,PT11H35M,ICN,AMS,KL,79,2022-07-31,Y,144,PT1H15M,AMS,LHR,KL,1033,2022-07-31,9,EUR,527.28
3415,156,359,PT14H45M,PT9H35M,ICN,AMS,AY,42,2022-07-31,Y,156,PT1H20M,HEL,LHR,AY,1337,2022-07-31,9,EUR,527.28
3416,67,359,PT18H20M,PT9H35M,ICN,AMS,AY,42,2022-07-31,Y,67,PT1H20M,HEL,LHR,AY,1339,2022-07-31,9,EUR,527.28
3417,180,359,PT30H50M,PT9H35M,ICN,AMS,AY,42,2022-07-31,Y,180,PT1H20M,HEL,LHR,AY,1331,2022-08-01,3,EUR,527.28
3418,101,77W,PT15H30M,PT12H5M,ICN,,AF,267,2022-07-31,Y,101,,CDG,LHR,AF,1280,2022-07-31,9,EUR,537.98
3419,97,77W,PT33H25M,PT12H5M,ICN,AMS,AF,267,2022-07-31,Y,97,PT1H15M,CDG,LHR,AF,1580,2022-08-01,9,EUR,561.73
3420,150,77W,PT36H40M,PT12H5M,ICN,AMS,AF,267,2022-07-31,Y,150,PT1H15M,CDG,LHR,AF,1780,2022-08-01,9,EUR,561.73
3421,136,388,PT20H40M,PT9H30M,ICN,AMS,EK,323,2022-07-31,Y,136,PT1H25M,DXB,LGW,EK,15,2022-08-01,9,EUR,561.73
3422,119,388,PT21H35M,PT9H30M,ICN,AMS,EK,323,2022-07-31,Y,119,PT1H25M,DXB,STN,EK,65,2022-08-01,9,EUR,593.75
3423,174,388,PT27H50M,PT9H30M,ICN,AMS,EK,323,2022-07-31,Y,174,PT1H25M,DXB,LGW,EK,9,2022-08-01,9,EUR,613.3
3424,99,388,PT39H25M,PT9H30M,ICN,AMS,EK,323,2022-07-31,Y,99,PT1H25M,DXB,LGW,EK,11,2022-08-02,9,EUR,633.25
3425,132,77W,PT36H35M,PT10H10M,ICN,AMS,QR,859,2022-07-31,Y,132,PT1H25M,DOH,LGW,QR,5943,2022-08-01,9,EUR,645.3
3426,79,789,PT14H25M,PT10H30M,ICN,AMS,LO,98,2022-07-31,Y,79,PT1H20M,WAW,LHR,LO,279,2022-07-31,9,EUR,665.25
3427,164,789,PT18H50M,PT10H30M,ICN,MAD,LO,98,2022-07-31,Y,164,PT2H5M,WAW,LHR,LO,285,2022-07-31,4,EUR,689.49
3428,115,789,PT30H30M,PT10H30M,ICN,AMS,LO,98,2022-07-31,Y,115,PT1H20M,WAW,LHR,LO,281,2022-08-01,4,EUR,689.49
3429,33,359,PT39H5M,PT13H10M,ICN,MAD,LH,719,2022-07-31,Y,33,PT2H5M,MUC,LHR,LH,2486,2022-08-01,4,EUR,689.49
3430,178,359,PT29H50M,PT5H50M,ICN,MAD,TG,655,2022-07-31,Y,178,PT2H5M,BKK,LHR,TG,916,2022-08-01,9,EUR,732.32
3431,195,359,PT41H55M,PT5H50M,ICN,ZRH,TG,655,2022-07-31,Y,195,PT1H20M,BKK,LHR,TG,910,2022-08-02,9,EUR,732.32
3432,191,359,PT28H55M,PT5H50M,ICN,MUC,TG,657,2022-07-31,Y,191,PT1H30M,BKK,LHR,TG,910,2022-08-01,9,EUR,807.18
3433,182,359,PT40H50M,PT5H50M,ICN,MUC,TG,657,2022-07-31,Y,182,PT1H30M,BKK,LHR,TG,916,2022-08-01,9,EUR,807.18
3434,168,333,PT21H50M,PT5H35M,ICN,MUC,OS,8052,2022-07-31,N,168,PT1H30M,BKK,,,,,9,EUR,807.18
3435,171,333,PT27H50M,PT5H35M,ICN,,OS,8052,2022-07-31,N,171,,BKK,,,,,9,EUR,807.18
3436,58,333,PT32H10M,PT5H35M,ICN,,OS,8052,2022-07-31,N,58,,BKK,,,,,9,EUR,821.95
3437,95,788,PT29H25M,PT7H45M,ICN,,AI,313,2022-07-31,Y,95,,DEL,LHR,AI,161,2022-08-01,9,EUR,821.95
3438,56,788,PT32H10M,PT7H45M,ICN,,AI,313,2022-07-31,Y,56,,DEL,LHR,AI,133,2022-08-01,9,EUR,821.95
3439,42,332,PT15H10M,PT11H17M,ICN,AMS,6X,957,2022-07-31,Y,42,PT1H20M,CDG,LHR,6X,7799,2022-07-31,9,EUR,821.95
3440,38,332,PT17H7M,PT11H17M,ICN,AMS,6X,957,2022-07-31,Y,38,PT1H15M,CDG,LHR,6X,3900,2022-07-31,9,EUR,821.95
3441,40,332,PT17H7M,PT11H17M,ICN,AMS,6X,957,2022-07-31,Y,40,PT1H15M,CDG,LHR,6X,8762,2022-07-31,9,EUR,821.95
3442,152,332,PT17H42M,PT11H17M,ICN,AMS,6X,957,2022-07-31,Y,152,PT1H25M,CDG,LHR,6X,3857,2022-07-31,9,EUR,821.95
3443,83,333,PT17H25M,PT3H45M,ICN,AMS,CX,419,2022-07-31,Y,83,PT1H15M,HKG,LHR,CX,251,2022-08-01,9,EUR,821.95
3444,1,333,PT18H,PT3H45M,ICN,AMS,CX,419,2022-07-31,Y,1,PT1H20M,HKG,LHR,CX,237,2022-08-01,9,EUR,821.95
3445,19,333,PT18H5M,PT3H45M,ICN,ZRH,CX,419,2022-07-31,Y,19,PT1H20M,HKG,LHR,CX,255,2022-08-01,9,EUR,821.95
3446,85,333,PT18H25M,PT3H50M,ICN,ZRH,CX,417,2022-07-31,Y,85,PT1H20M,HKG,LHR,CX,253,2022-07-31,9,EUR,821.95
3447,105,333,PT22H30M,PT3H55M,ICN,ZRH,CX,411,2022-07-31,Y,105,PT1H20M,HKG,LHR,CX,251,2022-08-01,9,EUR,821.95
3448,23,333,PT23H5M,PT3H55M,ICN,ZRH,CX,411,2022-07-31,Y,23,PT1H20M,HKG,LHR,CX,237,2022-08-01,9,EUR,821.95
3449,48,333,PT23H10M,PT3H55M,ICN,ZRH,CX,411,2022-07-31,Y,48,PT1H20M,HKG,LHR,CX,255,2022-08-01,9,EUR,821.95
3450,25,333,PT24H5M,PT3H55M,ICN,ZRH,CX,439,2022-07-31,Y,25,PT1H20M,HKG,LHR,CX,251,2022-08-01,9,EUR,821.95
3451,140,333,PT24H40M,PT3H55M,ICN,,CX,439,2022-07-31,Y,140,,HKG,LHR,CX,237,2022-08-01,9,EUR,821.95
3452,158,333,PT24H45M,PT3H55M,ICN,FRA,CX,439,2022-07-31,Y,158,PT1H15M,HKG,LHR,CX,255,2022-08-01,9,EUR,833.69
3453,109,333,PT27H30M,PT3H50M,ICN,,CX,417,2022-07-31,Y,109,,HKG,LHR,CX,251,2022-08-01,9,EUR,833.69
3454,29,333,PT28H5M,PT3H50M,ICN,,CX,417,2022-07-31,Y,29,,HKG,LHR,CX,237,2022-08-01,4,EUR,857.25
3455,52,333,PT28H10M,PT3H50M,ICN,,CX,417,2022-07-31,Y,52,,HKG,LHR,CX,255,2022-08-01,9,EUR,1014
3456,113,333,PT28H30M,PT5H50M,ICN,,CX,421,2022-07-31,Y,113,,HKG,LHR,CX,251,2022-08-01,9,EUR,1014
3457,31,333,PT29H5M,PT5H50M,ICN,MUC,CX,421,2022-07-31,Y,31,PT1H35M,HKG,LHR,CX,237,2022-08-01,9,EUR,1014
3458,54,333,PT29H10M,PT5H50M,ICN,MUC,CX,421,2022-07-31,Y,54,PT1H35M,HKG,LHR,CX,255,2022-08-01,9,EUR,1014
3459,61,359,PT16H15M,PT13H10M,ICN,MUC,LH,719,2022-07-31,Y,61,PT1H35M,MUC,LHR,LH,2480,2022-07-31,9,EUR,1014
3460,63,359,PT19H15M,PT13H10M,ICN,MUC,LH,719,2022-07-31,Y,63,PT1H35M,MUC,LHR,LH,2484,2022-07-31,9,EUR,1014
3461,35,789,PT44H5M,PT10H,ICN,MUC,MS,8089,2022-07-31,N,35,PT1H35M,AUH,,,,,9,EUR,1014
3462,21,77W,PT18H5M,PT11H25M,ICN,MUC,TK,91,2022-07-31,Y,21,PT1H35M,IST,LHR,TK,1979,2022-08-01,9,EUR,1014
3463,46,77W,PT18H10M,PT11H25M,ICN,MUC,TK,91,2022-07-31,Y,46,PT1H35M,IST,LGW,TK,1981,2022-08-01,9,EUR,1038.03
3464,166,77W,PT20H50M,PT11H25M,ICN,LIS,TK,91,2022-07-31,Y,166,PT2H30M,IST,LHR,TK,1989,2022-08-01,4,EUR,1078.19
3465,50,77W,PT23H10M,PT11H25M,ICN,FRA,TK,91,2022-07-31,Y,50,PT1H10M,IST,LHR,TK,1985,2022-08-01,9,EUR,1093.73
3466,107,77W,PT24H30M,PT11H25M,ICN,FRA,TK,91,2022-07-31,Y,107,PT1H10M,IST,LGW,TK,1997,2022-08-01,9,EUR,1093.73
3467,3,77W,PT25H,PT11H25M,ICN,FRA,TK,91,2022-07-31,Y,3,PT1H15M,IST,LHR,TK,1971,2022-08-01,4,EUR,1858.71
3468,11,77W,PT29H,PT11H25M,ICN,FRA,TK,91,2022-07-31,Y,11,PT1H15M,IST,LHR,TK,1983,2022-08-01,9,EUR,1953.18
3469,146,77W,PT30H40M,PT11H25M,ICN,FRA,TK,91,2022-07-31,Y,146,PT1H15M,IST,LHR,TK,1987,2022-08-01,9,EUR,1983.73
3470,184,77W,PT11H55M,PT11H55M,ICN,FRA,KE,907,2022-07-31,N,184,PT1H15M,LHR,,,,,9,EUR,7191.35
3471,129,789,PT27H35M,PT10H,ICN,FRA,MS,8089,2022-07-31,N,129,PT1H15M,AUH,,,,,9,EUR,7191.35
3472,134,388,PT14H40M,PT11H30M,ICN,FRA,OZ,541,2022-07-31,Y,134,PT1H10M,FRA,LHR,LH,918,2022-07-31,9,EUR,7191.35
3473,44,388,PT18H10M,PT11H30M,ICN,FRA,OZ,541,2022-07-31,Y,44,PT1H15M,FRA,LHR,LH,922,2022-07-31,9,EUR,7191.35
3474,189,333,PT26H55M,PT6H35M,ICN,FRA,MH,67,2022-07-31,Y,189,PT1H15M,KUL,LHR,MH,2,2022-08-01,4,EUR,7191.35
3475,197,77W,PT15H58M,PT12H5M,ICN,FRA,AF,267,2022-07-31,Y,197,PT1H15M,CDG,LHR,6X,7799,2022-07-31,4,EUR,7191.35
