number,seg_id_1,code,total_dur,dur_1,iatacode_1,iatacode_2,carriercode_1,air_number_1,at_1,transfer,seg_id_1,dur_2,iatacode_1,iatacode_2,carriercode_2,air_number_2,at_2,bookable_seats,currency,total
8565,60,359,PT15H35M,PT13H10M,ICN,ZRH,LH,719,2022-07-11,Y,60,PT1H5M,FRA,,,,,9,EUR,604.86
8566,66,359,PT27H35M,PT13H10M,ICN,ZRH,LH,719,2022-07-11,Y,66,PT1H5M,MUC,FRA,LH,119,2022-07-11,9,EUR,613.3
8567,68,359,PT28H35M,PT13H10M,ICN,ZRH,LH,719,2022-07-11,Y,68,PT1H,MUC,FRA,LH,93,2022-07-12,9,EUR,613.3
8568,70,359,PT29H35M,PT13H10M,ICN,ZRH,LH,719,2022-07-11,Y,70,PT1H5M,MUC,FRA,LH,95,2022-07-12,9,EUR,633.25
8569,39,763,PT18H25M,PT3H40M,ICN,ZRH,OM,308,2022-07-11,Y,39,PT1H10M,MUC,FRA,LH,99,2022-07-12,9,EUR,633.25
8570,118,359,PT26H55M,PT5H50M,ICN,ZRH,TG,657,2022-07-11,Y,118,PT1H,UBN,FRA,OM,137,2022-07-11,9,EUR,647.95
8571,88,359,PT28H40M,PT5H50M,ICN,ZRH,TG,655,2022-07-11,Y,88,PT1H,BKK,FRA,TG,920,2022-07-12,9,EUR,647.95
8572,92,359,PT39H40M,PT5H50M,ICN,ZRH,TG,657,2022-07-11,Y,92,PT1H5M,BKK,FRA,TG,922,2022-07-12,9,EUR,647.95
8573,122,359,PT39H55M,PT5H50M,ICN,ZRH,TG,655,2022-07-11,Y,122,PT1H5M,BKK,FRA,TG,922,2022-07-12,9,EUR,647.95
8574,64,333,PT17H35M,PT3H45M,ICN,ZRH,CX,419,2022-07-11,Y,64,PT1H10M,BKK,FRA,TG,920,2022-07-13,9,EUR,647.95
8575,78,333,PT22H40M,PT3H55M,ICN,ZRH,CX,411,2022-07-11,Y,78,PT1H,HKG,FRA,CX,289,2022-07-12,9,EUR,732.32
8576,29,333,PT24H15M,PT3H55M,ICN,ZRH,CX,439,2022-07-11,Y,29,PT1H,HKG,FRA,CX,289,2022-07-12,9,EUR,840.85
8577,84,333,PT27H40M,PT3H50M,ICN,ZRH,CX,417,2022-07-11,Y,84,PT1H5M,HKG,FRA,CX,289,2022-07-12,9,EUR,848.62
8578,86,333,PT28H40M,PT5H50M,ICN,ZRH,CX,421,2022-07-11,Y,86,PT1H10M,HKG,FRA,CX,289,2022-07-12,9,EUR,848.62
8579,72,788,PT39H35M,PT7H45M,ICN,ZRH,AI,313,2022-07-11,Y,72,PT1H,HKG,FRA,CX,289,2022-07-12,9,EUR,848.62
8580,62,359,PT16H35M,PT13H10M,ICN,MAD,LH,719,2022-07-11,Y,62,PT2H50M,DEL,FRA,AI,121,2022-07-12,9,EUR,848.62
8581,46,77W,PT17H30M,PT11H25M,ICN,MUC,TK,91,2022-07-11,Y,46,PT1H,MUC,FRA,LH,121,2022-07-11,9,EUR,848.62
8582,27,333,PT18H15M,PT11H25M,ICN,MUC,TK,21,2022-07-11,Y,27,PT1H,IST,FRA,TK,1587,2022-07-12,9,EUR,848.62
8583,11,77W,PT21H5M,PT11H25M,ICN,MUC,TK,91,2022-07-11,Y,11,PT1H,IST,FRA,TK,1587,2022-07-12,9,EUR,848.62
8584,104,333,PT21H50M,PT11H25M,ICN,MUC,TK,21,2022-07-11,Y,104,PT1H,IST,FRA,TK,1591,2022-07-12,9,EUR,848.62
8585,82,77W,PT24H40M,PT11H25M,ICN,MUC,TK,91,2022-07-11,Y,82,PT1H,IST,FRA,TK,1591,2022-07-12,9,EUR,860.41
8586,41,333,PT25H25M,PT11H25M,ICN,MUC,TK,21,2022-07-11,Y,41,PT1H,IST,FRA,TK,1593,2022-07-12,9,EUR,886.44
8587,15,77W,PT28H5M,PT11H25M,ICN,MUC,TK,91,2022-07-11,Y,15,PT1H5M,IST,FRA,TK,1593,2022-07-12,4,EUR,931.94
8588,110,333,PT28H50M,PT11H25M,ICN,MUC,TK,21,2022-07-11,Y,110,PT1H,IST,FRA,TK,1597,2022-07-12,9,EUR,1025.58
8589,45,388,PT11H30M,PT11H30M,ICN,MUC,OZ,541,2022-07-11,N,45,PT1H,IST,FRA,TK,1597,2022-07-12,9,EUR,1025.58
8590,36,772,PT21H20M,PT11H35M,ICN,MUC,KL,79,2022-07-11,Y,36,PT1H,FRA,,,,,9,EUR,1110.8
8591,48,77W,PT17H30M,PT11H25M,ICN,MUC,OZ,6931,2022-07-11,Y,48,PT1H,AMS,FRA,KL,1767,2022-07-11,9,EUR,1176.58
8592,94,332,PT16H42M,PT11H17M,ICN,MUC,6X,957,2022-07-11,Y,94,PT1H10M,IST,FRA,TK,1587,2022-07-12,9,EUR,1176.58
8593,102,332,PT17H47M,PT11H17M,ICN,MUC,6X,957,2022-07-11,Y,102,PT1H,CDG,FRA,LH,1041,2022-07-11,9,EUR,1200.44
8594,98,77W,PT15H45M,PT12H10M,ICN,MUC,KE,901,2022-07-11,Y,98,PT1H,CDG,FRA,LH,1047,2022-07-11,9,EUR,1238.61
8595,1,332,PT15H,PT11H30M,ICN,MUC,6X,956,2022-07-11,Y,1,PT1H,CDG,FRA,AF,1018,2022-07-11,4,EUR,1856.32
8596,23,332,PT19H12M,PT11H17M,ICN,MUC,6X,957,2022-07-11,Y,23,PT1H,CDG,FRA,AF,1018,2022-07-11,9,EUR,2438.76
8597,52,772,PT29H30M,PT11H35M,ICN,MUC,KL,79,2022-07-11,Y,52,PT1H,CDG,FRA,AF,1018,2022-07-11,9,EUR,2438.76
8598,31,77W,PT25H15M,PT2H35M,ICN,MUC,CI,161,2022-07-11,Y,31,PT1H10M,AMS,FRA,KL,1775,2022-07-11,9,EUR,6997.35
8599,114,77W,PT15H55M,PT11H25M,ICN,VIE,OZ,6931,2022-07-11,Y,114,PT1H30M,TPE,FRA,CI,61,2022-07-12,9,EUR,6997.35
8600,58,788,PT15H35M,PT12H45M,ICN,VIE,LO,2002,2022-07-11,Y,58,PT1H25M,IST,FRA,LH,7187,2022-07-12,9,EUR,6997.35
8601,116,788,PT19H55M,PT12H45M,ICN,VIE,LO,2002,2022-07-11,Y,116,PT1H25M,BUD,FRA,LH,1339,2022-07-11,9,EUR,6997.35
8602,13,789,PT24H5M,PT10H40M,ICN,VIE,UA,892,2022-07-11,Y,13,PT1H30M,BUD,FRA,LH,1341,2022-07-11,4,EUR,6997.35
8603,80,789,PT24H40M,PT10H40M,ICN,VIE,UA,892,2022-07-11,Y,80,PT1H30M,SFO,FRA,UA,58,2022-07-12,4,EUR,6997.35
8604,43,789,PT29H25M,PT10H40M,ICN,VIE,UA,892,2022-07-11,Y,43,PT1H30M,SFO,FRA,UA,8828,2022-07-12,4,EUR,6997.35
8605,54,777,PT29H30M,PT10H45M,ICN,VIE,UA,806,2022-07-11,Y,54,PT1H30M,SFO,FRA,UA,926,2022-07-12,9,EUR,432.98
8606,21,359,PT28H10M,PT14H15M,ICN,VIE,UA,7293,2022-07-11,Y,21,PT1H25M,SFO,FRA,UA,58,2022-07-12,9,EUR,450.58
8607,112,359,PT29H50M,PT14H15M,ICN,VIE,UA,7293,2022-07-11,Y,112,PT1H30M,JFK,FRA,UA,8838,2022-07-12,9,EUR,450.58
8608,17,777,PT30H5M,PT10H45M,ICN,VIE,UA,806,2022-07-11,Y,17,PT1H25M,JFK,FRA,UA,960,2022-07-12,9,EUR,450.58
8609,72,77W,PT36H30M,PT10H10M,ICN,VIE,QR,859,2022-07-12,Y,72,PT1H30M,SFO,FRA,UA,8828,2022-07-12,9,EUR,451.44
8610,111,77W,PT15H45M,PT12H5M,ICN,VIE,AF,267,2022-07-12,Y,111,PT1H30M,DOH,FRA,QR,69,2022-07-13,9,EUR,451.44
8611,33,77W,PT17H10M,PT12H5M,ICN,VIE,AF,267,2022-07-12,Y,33,PT1H30M,CDG,FRA,AF,1318,2022-07-12,9,EUR,451.44
8612,5,77W,PT20H,PT12H5M,ICN,VIE,AF,267,2022-07-12,Y,5,PT1H25M,CDG,FRA,AF,1818,2022-07-12,9,EUR,451.44
8613,85,772,PT15H40M,PT11H15M,ICN,VIE,KL,856,2022-07-12,Y,85,PT1H30M,CDG,FRA,AF,1018,2022-07-12,9,EUR,451.44
8614,13,772,PT17H5M,PT11H15M,ICN,BRU,KL,856,2022-07-12,Y,13,PT1H,AMS,FRA,KL,1763,2022-07-12,9,EUR,451.44
8615,49,772,PT17H20M,PT11H35M,ICN,BRU,KL,79,2022-07-12,Y,49,PT1H,AMS,FRA,KL,1765,2022-07-12,9,EUR,451.44
8616,113,772,PT18H45M,PT11H35M,ICN,BRU,KL,79,2022-07-12,Y,113,PT1H,AMS,FRA,KL,1763,2022-07-12,9,EUR,451.44
8617,87,772,PT19H40M,PT11H15M,ICN,GVA,KL,856,2022-07-12,Y,87,PT1H15M,AMS,FRA,KL,1765,2022-07-12,9,EUR,451.44
8618,53,772,PT21H20M,PT11H35M,ICN,GVA,KL,79,2022-07-12,Y,53,PT1H15M,AMS,FRA,KL,1767,2022-07-12,9,EUR,451.44
8619,121,772,PT23H50M,PT11H15M,ICN,GVA,KL,856,2022-07-12,Y,121,PT1H15M,AMS,FRA,KL,1767,2022-07-12,9,EUR,451.79
8620,66,772,PT25H30M,PT11H35M,ICN,GVA,KL,79,2022-07-12,Y,66,PT1H15M,AMS,FRA,KL,1771,2022-07-12,9,EUR,466.81
8621,125,772,PT27H50M,PT11H15M,ICN,GVA,KL,856,2022-07-12,Y,125,PT1H15M,AMS,FRA,KL,1771,2022-07-12,7,EUR,484.07
8622,68,772,PT29H30M,PT11H35M,ICN,GVA,KL,79,2022-07-12,Y,68,PT1H15M,AMS,FRA,KL,1775,2022-07-12,9,EUR,499.64
8623,135,77W,PT30H55M,PT12H5M,ICN,GVA,AF,267,2022-07-12,Y,135,PT1H15M,AMS,FRA,KL,1775,2022-07-12,9,EUR,501.78
8624,58,744,PT11H25M,PT11H25M,ICN,GVA,6X,9745,2022-07-12,N,58,PT1H15M,CDG,FRA,AF,1518,2022-07-13,9,EUR,501.78
8625,105,788,PT35H40M,PT12H30M,ICN,GVA,ET,673,2022-07-12,Y,105,PT1H15M,FRA,,,,,9,EUR,538.73
8626,7,781,PT20H,PT10H15M,ICN,ZRH,EY,857,2022-07-12,Y,7,PT1H5M,ADD,FRA,ET,706,2022-07-13,9,EUR,538.73
8627,41,359,PT15H15M,PT9H35M,ICN,ZRH,AY,42,2022-07-12,Y,41,PT1H,AUH,FRA,EY,1,2022-07-13,9,EUR,538.73
8628,9,359,PT30H,PT9H35M,ICN,ZRH,AY,42,2022-07-12,Y,9,PT1H10M,HEL,FRA,AY,1415,2022-07-12,9,EUR,549.28
8629,11,789,PT15H5M,PT10H30M,ICN,ZRH,LO,98,2022-07-12,Y,11,PT1H5M,HEL,FRA,AY,1411,2022-07-13,9,EUR,549.28
8630,43,789,PT18H15M,PT10H30M,ICN,ZRH,LO,98,2022-07-12,Y,43,PT1H5M,WAW,FRA,LO,379,2022-07-12,9,EUR,554.81
8631,129,789,PT29H50M,PT10H30M,ICN,ZRH,LO,98,2022-07-12,Y,129,PT1H,WAW,FRA,LO,383,2022-07-12,9,EUR,579.85
8632,51,388,PT20H20M,PT9H30M,ICN,ZRH,EK,323,2022-07-12,Y,51,PT1H10M,WAW,FRA,LO,381,2022-07-13,9,EUR,599.5
8633,35,388,PT27H10M,PT9H30M,ICN,ZRH,EK,323,2022-07-12,Y,35,PT1H,DXB,FRA,EK,45,2022-07-13,9,EUR,599.5
8634,57,74H,PT11H25M,PT11H25M,ICN,ZRH,LH,713,2022-07-12,N,57,PT1H10M,DXB,FRA,EK,47,2022-07-13,9,EUR,612.86
8635,77,359,PT16H35M,PT13H10M,ICN,GVA,LH,719,2022-07-12,Y,77,PT1H15M,FRA,,,,,9,EUR,613.3
8636,81,359,PT27H35M,PT13H10M,ICN,GVA,LH,719,2022-07-12,Y,81,PT1H15M,MUC,FRA,LH,121,2022-07-12,9,EUR,613.3
8637,83,359,PT28H35M,PT13H10M,ICN,GVA,LH,719,2022-07-12,Y,83,PT1H15M,MUC,FRA,LH,93,2022-07-13,9,EUR,633.25
8638,103,763,PT29H40M,PT3H40M,ICN,GVA,OM,302,2022-07-12,Y,103,PT1H15M,MUC,FRA,LH,95,2022-07-13,9,EUR,633.25
8639,133,359,PT26H55M,PT5H50M,ICN,GVA,TG,657,2022-07-12,Y,133,PT1H15M,UBN,FRA,OM,137,2022-07-13,9,EUR,647.95
8640,101,359,PT28H40M,PT5H50M,ICN,VIE,TG,655,2022-07-12,Y,101,PT1H25M,BKK,FRA,TG,920,2022-07-13,9,EUR,647.95
8641,107,359,PT39H40M,PT5H50M,ICN,VIE,TG,657,2022-07-12,Y,107,PT1H25M,BKK,FRA,TG,922,2022-07-13,9,EUR,647.95
8642,137,359,PT39H55M,PT5H50M,ICN,VIE,TG,655,2022-07-12,Y,137,PT1H25M,BKK,FRA,TG,922,2022-07-13,9,EUR,647.95
8643,79,333,PT17H35M,PT3H45M,ICN,BRU,CX,419,2022-07-12,Y,79,PT1H,BKK,FRA,TG,920,2022-07-14,9,EUR,647.95
8644,93,333,PT22H40M,PT3H55M,ICN,ZRH,CX,411,2022-07-12,Y,93,PT1H,HKG,FRA,CX,289,2022-07-13,9,EUR,658.85
8645,45,333,PT24H15M,PT3H55M,ICN,ZRH,CX,439,2022-07-12,Y,45,PT1H,HKG,FRA,CX,289,2022-07-13,9,EUR,732.32
8646,97,333,PT27H40M,PT3H50M,ICN,ZRH,CX,417,2022-07-12,Y,97,PT1H,HKG,FRA,CX,289,2022-07-13,9,EUR,836.28
8647,99,333,PT28H40M,PT5H50M,ICN,MAD,CX,421,2022-07-12,Y,99,PT2H45M,HKG,FRA,CX,289,2022-07-13,9,EUR,848.62
8648,75,359,PT15H35M,PT13H10M,ICN,FCO,LH,719,2022-07-12,Y,75,PT2H5M,HKG,FRA,CX,289,2022-07-13,9,EUR,848.62
8649,131,788,PT26H55M,PT7H45M,ICN,LIN,AI,313,2022-07-12,Y,131,PT1H20M,MUC,FRA,LH,119,2022-07-12,9,EUR,848.62
8650,139,388,PT39H55M,PT9H30M,ICN,LIN,EK,323,2022-07-12,Y,139,PT1H25M,DEL,FRA,AI,1121,2022-07-13,9,EUR,848.62
8651,62,77W,PT17H30M,PT11H25M,ICN,ARN,TK,91,2022-07-12,Y,62,PT2H10M,DXB,FRA,EK,43,2022-07-14,9,EUR,860.41
8652,19,77W,PT21H5M,PT11H25M,ICN,ARN,TK,91,2022-07-12,Y,19,PT2H10M,IST,FRA,TK,1587,2022-07-13,9,EUR,882.03
8653,123,77W,PT24H50M,PT11H25M,ICN,ARN,TK,91,2022-07-12,Y,123,PT2H10M,IST,FRA,TK,1591,2022-07-13,4,EUR,931.94
8654,29,77W,PT28H5M,PT11H25M,ICN,ARN,TK,91,2022-07-12,Y,29,PT2H20M,IST,FRA,TK,1593,2022-07-13,9,EUR,1025.58
8655,61,388,PT11H30M,PT11H30M,ICN,CPH,OZ,541,2022-07-12,N,61,PT1H35M,IST,FRA,TK,1597,2022-07-13,9,EUR,1025.58
8656,74,77W,PT11H35M,PT11H35M,ICN,CPH,KE,905,2022-07-12,N,74,PT1H35M,FRA,,,,,9,EUR,1176.58
8657,64,77W,PT17H30M,PT11H25M,ICN,CPH,OZ,6931,2022-07-12,Y,64,PT1H35M,FRA,,,,,9,EUR,1176.58
8658,109,332,PT16H42M,PT11H17M,ICN,CPH,6X,957,2022-07-12,Y,109,PT1H40M,IST,FRA,TK,1587,2022-07-13,9,EUR,1176.58
8659,119,332,PT17H47M,PT11H17M,ICN,CPH,6X,957,2022-07-12,Y,119,PT1H35M,CDG,FRA,LH,1041,2022-07-12,9,EUR,1176.58
8660,141,332,PT14H57M,PT11H17M,ICN,MAD,6X,957,2022-07-12,Y,141,PT2H50M,CDG,FRA,LH,1047,2022-07-12,9,EUR,1238.61
8661,1,332,PT15H,PT11H30M,ICN,ATH,6X,956,2022-07-12,Y,1,PT3H,CDG,FRA,AF,1318,2022-07-12,3,EUR,1832.28
8662,55,332,PT16H22M,PT11H17M,ICN,ATH,6X,957,2022-07-12,Y,55,PT3H,CDG,FRA,AF,1018,2022-07-12,9,EUR,2467.54
8663,39,332,PT19H12M,PT11H17M,ICN,,6X,957,2022-07-12,Y,39,,CDG,FRA,AF,1818,2022-07-12,9,EUR,2470.73
8664,47,77W,PT25H15M,PT2H35M,ICN,,CI,161,2022-07-12,Y,47,,CDG,FRA,AF,1018,2022-07-12,4,EUR,2470.73
8665,27,332,PT27H5M,PT10H30M,ICN,,EK,7220,2022-07-12,Y,27,,TPE,FRA,CI,61,2022-07-13,4,EUR,2490.95
8666,15,789,PT18H5M,PT3H45M,ICN,,KE,607,2022-07-12,Y,15,,DXB,FRA,QF,8043,2022-07-13,4,EUR,2490.95
8667,3,789,PT17H,PT10H30M,ICN,,LO,98,2022-07-12,Y,3,,HKG,FRA,CX,289,2022-07-13,4,EUR,2490.95
8668,115,789,PT18H45M,PT10H30M,ICN,,LO,98,2022-07-12,Y,115,,WAW,FRA,LH,1351,2022-07-12,4,EUR,2490.95
8669,17,333,PT21H5M,PT3H55M,ICN,,CX,411,2022-07-12,Y,17,,WAW,FRA,LH,5713,2022-07-12,9,EUR,2652.89
8670,91,333,PT22H40M,PT3H55M,ICN,,CX,439,2022-07-12,Y,91,,HKG,FRA,CX,6799,2022-07-13,9,EUR,3100.61
8671,23,333,PT26H5M,PT3H50M,ICN,,CX,417,2022-07-12,Y,23,,HKG,FRA,CX,6799,2022-07-13,9,EUR,6997.35
8672,25,333,PT27H5M,PT5H50M,ICN,,CX,421,2022-07-12,Y,25,,HKG,FRA,CX,6799,2022-07-13,9,EUR,6997.35
8673,89,333,PT20H40M,PT9H,ICN,,OZ,767,2022-07-12,Y,89,,HKG,FRA,CX,6799,2022-07-13,9,EUR,6997.35
8674,117,333,PT18H45M,PT5H35M,ICN,,OZ,741,2022-07-12,Y,117,,DEL,FRA,AI,121,2022-07-12,9,EUR,6997.35
8675,21,789,PT24H5M,PT10H40M,ICN,,UA,892,2022-07-12,Y,21,,BKK,FRA,TG,920,2022-07-13,4,EUR,6997.35
8676,95,789,PT24H40M,PT10H40M,ICN,,UA,892,2022-07-12,Y,95,,SFO,FRA,UA,58,2022-07-13,4,EUR,6997.35
8677,59,789,PT29H25M,PT10H40M,ICN,,UA,892,2022-07-12,Y,59,,SFO,FRA,UA,8828,2022-07-13,4,EUR,6997.35
8678,70,777,PT29H30M,PT10H45M,ICN,,UA,806,2022-07-12,Y,70,,SFO,FRA,UA,926,2022-07-13,9,EUR,432.98
8679,37,359,PT28H10M,PT14H15M,ICN,,UA,7293,2022-07-12,Y,37,,SFO,FRA,UA,58,2022-07-13,9,EUR,450.58
8680,127,359,PT29H50M,PT14H15M,ICN,,UA,7293,2022-07-12,Y,127,,JFK,FRA,UA,8838,2022-07-13,9,EUR,450.58
8681,31,777,PT30H5M,PT10H45M,ICN,AMS,UA,806,2022-07-12,Y,31,PT1H10M,JFK,FRA,UA,960,2022-07-13,9,EUR,451.44
8682,70,77W,PT36H30M,PT10H10M,ICN,AMS,QR,859,2022-07-13,Y,70,PT1H5M,SFO,FRA,UA,8828,2022-07-13,9,EUR,451.44
8683,105,77W,PT15H45M,PT12H5M,ICN,AMS,AF,267,2022-07-13,Y,105,PT1H5M,DOH,FRA,QR,69,2022-07-14,9,EUR,451.44
8684,3,77W,PT20H,PT12H5M,ICN,AMS,AF,267,2022-07-13,Y,3,PT1H5M,CDG,FRA,AF,1318,2022-07-13,9,EUR,451.44
8685,87,789,PT15H40M,PT11H15M,ICN,AMS,KL,856,2022-07-13,Y,87,PT1H5M,CDG,FRA,AF,1018,2022-07-13,9,EUR,451.44
8686,9,789,PT17H5M,PT11H15M,ICN,AMS,KL,856,2022-07-13,Y,9,PT1H5M,AMS,FRA,KL,1763,2022-07-13,9,EUR,451.44
8687,46,772,PT17H20M,PT11H35M,ICN,AMS,KL,79,2022-07-13,Y,46,PT1H5M,AMS,FRA,KL,1765,2022-07-13,9,EUR,451.44
8688,109,772,PT18H45M,PT11H35M,ICN,AMS,KL,79,2022-07-13,Y,109,PT1H5M,AMS,FRA,KL,1763,2022-07-13,9,EUR,451.44
8689,89,789,PT19H40M,PT11H15M,ICN,AMS,KL,856,2022-07-13,Y,89,PT1H5M,AMS,FRA,KL,1765,2022-07-13,9,EUR,451.44
8690,50,772,PT21H20M,PT11H35M,ICN,AMS,KL,79,2022-07-13,Y,50,PT1H5M,AMS,FRA,KL,1767,2022-07-13,9,EUR,451.79
8691,115,789,PT23H50M,PT11H15M,ICN,AMS,KL,856,2022-07-13,Y,115,PT1H5M,AMS,FRA,KL,1767,2022-07-13,9,EUR,466.81
8692,62,772,PT25H30M,PT11H35M,ICN,AMS,KL,79,2022-07-13,Y,62,PT1H5M,AMS,FRA,KL,1771,2022-07-13,9,EUR,499.64
8693,117,789,PT27H50M,PT11H15M,ICN,AMS,KL,856,2022-07-13,Y,117,PT1H5M,AMS,FRA,KL,1771,2022-07-13,9,EUR,501.78
8694,127,77W,PT30H55M,PT12H5M,ICN,AMS,AF,267,2022-07-13,Y,127,PT1H5M,AMS,FRA,KL,1775,2022-07-13,9,EUR,501.78
8695,52,744,PT11H25M,PT11H25M,ICN,AMS,6X,9745,2022-07-13,N,52,PT1H5M,CDG,FRA,AF,1518,2022-07-14,9,EUR,527.58
8696,5,781,PT20H,PT10H15M,ICN,AMS,EY,857,2022-07-13,Y,5,PT1H5M,FRA,,,,,9,EUR,527.58
8697,36,359,PT15H15M,PT9H35M,ICN,AMS,AY,42,2022-07-13,Y,36,PT1H5M,AUH,FRA,EY,1,2022-07-14,9,EUR,549.28
8698,7,359,PT30H,PT9H35M,ICN,AMS,AY,42,2022-07-13,Y,7,PT1H5M,HEL,FRA,AY,1415,2022-07-13,9,EUR,549.28
8699,103,332,PT16H42M,PT11H17M,ICN,BRU,6X,957,2022-07-13,Y,103,PT1H,HEL,FRA,AY,1411,2022-07-14,9,EUR,549.28
8700,113,332,PT17H47M,PT11H17M,ICN,BRU,6X,957,2022-07-13,Y,113,PT1H,CDG,FRA,LH,1041,2022-07-13,9,EUR,554.81
8701,48,388,PT20H20M,PT9H30M,ICN,BRU,EK,323,2022-07-13,Y,48,PT1H,CDG,FRA,LH,1047,2022-07-13,9,EUR,579.85
8702,30,388,PT27H10M,PT9H30M,ICN,BRU,EK,323,2022-07-13,Y,30,PT1H,DXB,FRA,EK,45,2022-07-14,9,EUR,579.85
8703,131,388,PT39H55M,PT9H30M,ICN,BRU,EK,323,2022-07-13,Y,131,PT1H,DXB,FRA,EK,47,2022-07-14,9,EUR,585.81
8704,27,343,PT14H10M,PT14H10M,ICN,BRU,LH,713,2022-07-13,N,27,PT1H,DXB,FRA,EK,43,2022-07-15,9,EUR,599.5
8705,75,359,PT15H35M,PT13H10M,ICN,BRU,LH,719,2022-07-13,Y,75,PT1H,FRA,,,,,9,EUR,599.5
8706,77,359,PT16H35M,PT13H10M,ICN,BRU,LH,719,2022-07-13,Y,77,PT1H,MUC,FRA,LH,119,2022-07-13,9,EUR,613.3
8707,68,788,PT30H30M,PT7H10M,ICN,BRU,HY,512,2022-07-13,Y,68,PT1H,MUC,FRA,LH,121,2022-07-13,9,EUR,633.25
8708,81,359,PT27H35M,PT13H10M,ICN,BRU,LH,719,2022-07-13,Y,81,PT1H,TAS,FRA,HY,231,2022-07-14,9,EUR,647.95
8709,83,359,PT28H35M,PT13H10M,ICN,AMS,LH,719,2022-07-13,Y,83,PT1H5M,MUC,FRA,LH,93,2022-07-14,9,EUR,647.95
8710,125,359,PT26H55M,PT5H50M,ICN,AMS,TG,657,2022-07-13,Y,125,PT1H5M,MUC,FRA,LH,95,2022-07-14,9,EUR,647.95
8711,129,359,PT39H55M,PT5H50M,ICN,AMS,TG,655,2022-07-13,Y,129,PT1H5M,BKK,FRA,TG,920,2022-07-14,9,EUR,647.95
8712,79,333,PT17H35M,PT3H45M,ICN,AMS,CX,419,2022-07-13,Y,79,PT1H5M,BKK,FRA,TG,920,2022-07-15,9,EUR,647.95
8713,93,333,PT22H40M,PT3H55M,ICN,AMS,CX,411,2022-07-13,Y,93,PT1H5M,HKG,FRA,CX,289,2022-07-14,4,EUR,731.11
8714,40,333,PT24H15M,PT3H55M,ICN,AMS,CX,439,2022-07-13,Y,40,PT1H5M,HKG,FRA,CX,289,2022-07-14,9,EUR,732.32
8715,99,333,PT27H40M,PT3H50M,ICN,AMS,CX,417,2022-07-13,Y,99,PT1H5M,HKG,FRA,CX,289,2022-07-14,9,EUR,848.62
8716,101,333,PT28H40M,PT5H50M,ICN,AMS,CX,421,2022-07-13,Y,101,PT1H5M,HKG,FRA,CX,289,2022-07-14,9,EUR,848.62
8717,44,788,PT28H15M,PT7H45M,ICN,AMS,AI,313,2022-07-13,Y,44,PT1H5M,HKG,FRA,CX,289,2022-07-14,9,EUR,848.62
8718,85,788,PT39H35M,PT7H45M,ICN,AMS,AI,313,2022-07-13,Y,85,PT1H5M,DEL,FRA,AI,8761,2022-07-14,9,EUR,848.62
8719,58,77W,PT17H30M,PT11H25M,ICN,AMS,TK,91,2022-07-13,Y,58,PT1H5M,DEL,FRA,AI,121,2022-07-14,9,EUR,860.41
8720,13,77W,PT21H5M,PT11H25M,ICN,AMS,TK,91,2022-07-13,Y,13,PT1H5M,IST,FRA,TK,1587,2022-07-14,9,EUR,886.44
8721,97,77W,PT24H40M,PT11H25M,ICN,AMS,TK,91,2022-07-13,Y,97,PT1H5M,IST,FRA,TK,1591,2022-07-14,4,EUR,931.94
8722,23,77W,PT28H5M,PT11H25M,ICN,AMS,TK,91,2022-07-13,Y,23,PT1H5M,IST,FRA,TK,1593,2022-07-14,9,EUR,1102.35
8723,57,388,PT11H30M,PT11H30M,ICN,BRU,OZ,541,2022-07-13,N,57,PT1H,IST,FRA,TK,1597,2022-07-14,9,EUR,1110.8
8724,64,772,PT29H30M,PT11H35M,ICN,,KL,79,2022-07-13,Y,64,,FRA,,,,,9,EUR,1176.58
8725,60,77W,PT17H30M,PT11H25M,ICN,CDG,OZ,6931,2022-07-13,Y,60,PT1H30M,AMS,FRA,KL,1775,2022-07-13,9,EUR,1176.58
8726,53,77W,PT15H25M,PT11H20M,ICN,CDG,KE,937,2022-07-13,Y,53,PT1H20M,IST,FRA,TK,1587,2022-07-14,9,EUR,1176.58
8727,107,77W,PT15H45M,PT12H10M,ICN,CDG,KE,901,2022-07-13,Y,107,PT1H25M,VIE,FRA,OS,133,2022-07-13,9,EUR,1238.61
8728,133,332,PT14H57M,PT11H17M,ICN,CDG,6X,957,2022-07-13,Y,133,PT1H20M,CDG,FRA,AF,1018,2022-07-13,9,EUR,1238.61
8729,1,332,PT15H,PT11H30M,ICN,CDG,6X,956,2022-07-13,Y,1,PT1H20M,CDG,FRA,AF,1318,2022-07-13,3,EUR,1821.28
8730,34,332,PT19H12M,PT11H17M,ICN,CDG,6X,957,2022-07-13,Y,34,PT1H20M,CDG,FRA,AF,1018,2022-07-13,4,EUR,1856.32
8731,28,333,PT20H10M,PT2H45M,ICN,CDG,CI,149,2022-07-13,Y,28,PT1H20M,CDG,FRA,AF,1018,2022-07-13,9,EUR,2438.76
8732,42,77W,PT25H15M,PT2H35M,ICN,CDG,CI,161,2022-07-13,Y,42,PT1H20M,TPE,FRA,CI,61,2022-07-14,9,EUR,2438.76
8733,21,332,PT27H5M,PT10H30M,ICN,ZRH,EK,7220,2022-07-13,Y,21,PT1H5M,TPE,FRA,CI,61,2022-07-14,4,EUR,2490.95
